qb_transaction_id,class,qb_description,qb_description_fp,qb_date,qb_amount,qb_ledger_book_id,user_id,client_entity_id,practice_id,n_matches,n_approved,n_unapproved
024b4e7a-6ecd-4907-9c98-88b6fc0981a9,R3,MICROSOFT 365,1054cb307cd7f9019a0860035920cc725f32eb675bee25548ddf1f634c9dc8d5,2026-09-05,1106.32,933cc6e0-27ea-4570-8a3b-41d1a8af9a13,0042d6e0-86f5-4c2e-970e-a0c7ac04106a,47f6862a-19c4-4c66-9207-fc20fc3ec2f2,1c8b1bb2-1e2b-4d24-b141-e674ac840b6e,2,2,0
027cdfa7-f24c-4e52-ab03-6b78490687a0,R3,CLIENT PAYMENT INV-3006,851559b0e91b9e2ce5406a7ccda012f7959e883d7da6b553fe8300bde87e4493,2026-09-04,-480.65,e125b9e1-616a-4c65-969d-6e650b6d38ac,38832e8e-fa0f-45a3-96ce-3cb6da270cbe,daa94c07-e040-4a68-9c2f-b7f1c57582c8,3b8c0820-6970-400f-a6ed-827890f4b74c,5,2,3
029fc64e-03fd-43db-b5bb-19e4d51cc4c4,R3,CLIENT PAYMENT INV-3002,85497a91225efc910082861f4ac064d735de2ad5a4e8ac6d1644673d7b3a161d,2026-09-02,-804.30,e125b9e1-616a-4c65-969d-6e650b6d38ac,38832e8e-fa0f-45a3-96ce-3cb6da270cbe,daa94c07-e040-4a68-9c2f-b7f1c57582c8,3b8c0820-6970-400f-a6ed-827890f4b74c,5,2,3
0316a12a-8b5a-449e-b9ae-434ae107efb6,R3,TRAINLINE,e1eaff0eb106c162aaa2b5b15fe915f5817a5855983217f5e3b5d5d5d9bfbf39,2026-09-06,1970.52,933cc6e0-27ea-4570-8a3b-41d1a8af9a13,0042d6e0-86f5-4c2e-970e-a0c7ac04106a,47f6862a-19c4-4c66-9207-fc20fc3ec2f2,1c8b1bb2-1e2b-4d24-b141-e674ac840b6e,2,2,0
04c1bde4-5d48-4223-8e22-6049b5b7961f,R3,STRIPE FEE,f0ba59aa7aa6663dd74593cd25e7adb8707b24f6f20908694a2a2c91c9b8a541,2026-09-01,178.44,e125b9e1-616a-4c65-969d-6e650b6d38ac,38832e8e-fa0f-45a3-96ce-3cb6da270cbe,daa94c07-e040-4a68-9c2f-b7f1c57582c8,3b8c0820-6970-400f-a6ed-827890f4b74c,6,3,3
0848b035-180f-405a-a9d9-cfc22dfdfddb,R3,CLIENT PAYMENT INV-3007,b0dacb11da5a158e80e4e26626b0a2751b3a09df98f9041c1ef8a59326f6ca06,2026-09-05,-289.97,933cc6e0-27ea-4570-8a3b-41d1a8af9a13,0042d6e0-86f5-4c2e-970e-a0c7ac04106a,47f6862a-19c4-4c66-9207-fc20fc3ec2f2,1c8b1bb2-1e2b-4d24-b141-e674ac840b6e,2,2,0
0887172a-0cc0-47f5-8663-9d93e108ddf9,R3,GOOGLE WORKSPACE,c3f6bcf802410fe377de9e52cc34a7fd6c4cde995f949d42420033abefeaae19,2026-09-14,1199.89,933cc6e0-27ea-4570-8a3b-41d1a8af9a13,0042d6e0-86f5-4c2e-970e-a0c7ac04106a,47f6862a-19c4-4c66-9207-fc20fc3ec2f2,1c8b1bb2-1e2b-4d24-b141-e674ac840b6e,2,2,0
089ee412-1a58-4317-bd77-c09bb4b1d776,R2,CLIENT PAYMENT INV-3016,2e24d4d5fef1d2ef850f7e1e5bb411b8758dea507a62057e8c7dad9faf5d831b,2026-09-17,-3483.27,933cc6e0-27ea-4570-8a3b-41d1a8af9a13,0042d6e0-86f5-4c2e-970e-a0c7ac04106a,47f6862a-19c4-4c66-9207-fc20fc3ec2f2,1c8b1bb2-1e2b-4d24-b141-e674ac840b6e,2,1,1
0d2769e9-377e-4ae4-918b-f22e42106230,R3,GOOGLE WORKSPACE,c3f6bcf802410fe377de9e52cc34a7fd6c4cde995f949d42420033abefeaae19,2026-09-08,461.95,e125b9e1-616a-4c65-969d-6e650b6d38ac,38832e8e-fa0f-45a3-96ce-3cb6da270cbe,daa94c07-e040-4a68-9c2f-b7f1c57582c8,3b8c0820-6970-400f-a6ed-827890f4b74c,4,2,2
0e9b2b65-ed96-4a22-92eb-4570811bd5b0,R3,CLIENT PAYMENT INV-3008,0d1a3b997d44400805c9272e7706e888a25af703767ead96cba45453406c198a,2026-09-08,-973.71,e125b9e1-616a-4c65-969d-6e650b6d38ac,38832e8e-fa0f-45a3-96ce-3cb6da270cbe,daa94c07-e040-4a68-9c2f-b7f1c57582c8,3b8c0820-6970-400f-a6ed-827890f4b74c,4,2,2
0f3bf1ab-2a6a-4091-b846-5c1c9640e634,R3,MICROSOFT 365,1054cb307cd7f9019a0860035920cc725f32eb675bee25548ddf1f634c9dc8d5,2026-09-06,763.35,e125b9e1-616a-4c65-969d-6e650b6d38ac,38832e8e-fa0f-45a3-96ce-3cb6da270cbe,daa94c07-e040-4a68-9c2f-b7f1c57582c8,3b8c0820-6970-400f-a6ed-827890f4b74c,5,2,3
10af5fe3-d84d-40ea-8a8b-85ceb1c6b82e,R3,ADOBE,ee9021c84f33366bde80b75efa132836e47afa18b9ce58e8077f4c25d039666c,2026-09-03,1397.79,e125b9e1-616a-4c65-969d-6e650b6d38ac,38832e8e-fa0f-45a3-96ce-3cb6da270cbe,daa94c07-e040-4a68-9c2f-b7f1c57582c8,3b8c0820-6970-400f-a6ed-827890f4b74c,4,2,2
11bfd4be-3223-436d-bee7-416296e182c5,R2,CLIENT PAYMENT INV-3003,5820b82e12ab122f0b81f000ce8de87f19497966b1258f05396450c589916094,2026-09-03,-3049.09,933cc6e0-27ea-4570-8a3b-41d1a8af9a13,0042d6e0-86f5-4c2e-970e-a0c7ac04106a,47f6862a-19c4-4c66-9207-fc20fc3ec2f2,1c8b1bb2-1e2b-4d24-b141-e674ac840b6e,2,1,1
130b21ed-869f-4485-8732-186c9f166d12,R3,MICROSOFT 365,1054cb307cd7f9019a0860035920cc725f32eb675bee25548ddf1f634c9dc8d5,2026-09-15,1956.08,e125b9e1-616a-4c65-969d-6e650b6d38ac,38832e8e-fa0f-45a3-96ce-3cb6da270cbe,daa94c07-e040-4a68-9c2f-b7f1c57582c8,3b8c0820-6970-400f-a6ed-827890f4b74c,4,2,2
17ae1677-2955-4bd5-8421-9487cc2d8eb2,R3,CLIENT PAYMENT INV-3013,d22166ec0fe58d8cce2936282d62753973992baf8831af2dfec4fc55352a03c1,2026-09-12,-595.64,e125b9e1-616a-4c65-969d-6e650b6d38ac,38832e8e-fa0f-45a3-96ce-3cb6da270cbe,daa94c07-e040-4a68-9c2f-b7f1c57582c8,3b8c0820-6970-400f-a6ed-827890f4b74c,4,2,2
1874775a-2148-48fa-89d6-eb020b86b693,R3,STRIPE PAYOUT,b1ba32ff6017633bf4a5f0b8cf094a15f87173e492fab6d5d965b6bd6d5941ec,2026-09-12,-3403.01,e125b9e1-616a-4c65-969d-6e650b6d38ac,38832e8e-fa0f-45a3-96ce-3cb6da270cbe,daa94c07-e040-4a68-9c2f-b7f1c57582c8,3b8c0820-6970-400f-a6ed-827890f4b74c,5,2,3
1a9f4d41-55f9-4ff3-a464-5afe6968687f,R3,STRIPE FEE,f0ba59aa7aa6663dd74593cd25e7adb8707b24f6f20908694a2a2c91c9b8a541,2026-09-14,1907.23,e125b9e1-616a-4c65-969d-6e650b6d38ac,38832e8e-fa0f-45a3-96ce-3cb6da270cbe,daa94c07-e040-4a68-9c2f-b7f1c57582c8,3b8c0820-6970-400f-a6ed-827890f4b74c,4,2,2
1bb3b2c7-fbf2-4302-8755-005062ceef43,R3,ADOBE,ee9021c84f33366bde80b75efa132836e47afa18b9ce58e8077f4c25d039666c,2026-09-10,1021.50,933cc6e0-27ea-4570-8a3b-41d1a8af9a13,0042d6e0-86f5-4c2e-970e-a0c7ac04106a,47f6862a-19c4-4c66-9207-fc20fc3ec2f2,1c8b1bb2-1e2b-4d24-b141-e674ac840b6e,2,2,0
1caad322-147d-4798-83c4-8ec475e3cd66,R3,OFFICE DEPOT,3275864377542bd8883cb51767fd2c943ee93720f491075090e4d2d1b4db6de4,2026-09-04,532.72,e125b9e1-616a-4c65-969d-6e650b6d38ac,38832e8e-fa0f-45a3-96ce-3cb6da270cbe,daa94c07-e040-4a68-9c2f-b7f1c57582c8,3b8c0820-6970-400f-a6ed-827890f4b74c,5,2,3
1ecbc53a-05a9-4c43-b60b-2ed92cd7ff98,R2,CLIENT PAYMENT INV-3011,d216e750c164970f9b22512542dad86d254787dd920e72618dbe5632c6890b50,2026-09-11,-1664.77,933cc6e0-27ea-4570-8a3b-41d1a8af9a13,0042d6e0-86f5-4c2e-970e-a0c7ac04106a,47f6862a-19c4-4c66-9207-fc20fc3ec2f2,1c8b1bb2-1e2b-4d24-b141-e674ac840b6e,2,1,1
230f061a-073b-4361-b576-6bee80d8b672,R3,TRAINLINE,e1eaff0eb106c162aaa2b5b15fe915f5817a5855983217f5e3b5d5d5d9bfbf39,2026-09-13,1684.13,933cc6e0-27ea-4570-8a3b-41d1a8af9a13,0042d6e0-86f5-4c2e-970e-a0c7ac04106a,47f6862a-19c4-4c66-9207-fc20fc3ec2f2,1c8b1bb2-1e2b-4d24-b141-e674ac840b6e,2,2,0
241696ed-920d-4832-a0fe-5dc5d3b89a75,R2,CLIENT PAYMENT INV-3005,0dc0c131f5f51af06bd1ef5f24ca427d175bc3d58723c30da9f6bf38598bf432,2026-09-04,-383.67,933cc6e0-27ea-4570-8a3b-41d1a8af9a13,0042d6e0-86f5-4c2e-970e-a0c7ac04106a,47f6862a-19c4-4c66-9207-fc20fc3ec2f2,1c8b1bb2-1e2b-4d24-b141-e674ac840b6e,2,1,1
2558eb7b-81be-4075-beba-7ce9f54e1b8a,R3,STRIPE FEE,f0ba59aa7aa6663dd74593cd25e7adb8707b24f6f20908694a2a2c91c9b8a541,2026-09-02,841.94,e125b9e1-616a-4c65-969d-6e650b6d38ac,38832e8e-fa0f-45a3-96ce-3cb6da270cbe,daa94c07-e040-4a68-9c2f-b7f1c57582c8,3b8c0820-6970-400f-a6ed-827890f4b74c,5,2,3
2609af68-c759-48b4-9beb-1cd990fedef5,R3,STRIPE PAYOUT,b1ba32ff6017633bf4a5f0b8cf094a15f87173e492fab6d5d965b6bd6d5941ec,2026-09-08,-783.56,933cc6e0-27ea-4570-8a3b-41d1a8af9a13,0042d6e0-86f5-4c2e-970e-a0c7ac04106a,47f6862a-19c4-4c66-9207-fc20fc3ec2f2,1c8b1bb2-1e2b-4d24-b141-e674ac840b6e,2,2,0
2b9c1180-7c15-4be0-9af5-aa2598409858,R2,CLIENT PAYMENT INV-3012,3776d648582b314dcf68dcc73d82f9911965bb984244cbd6eaf08f0aca4aa63e,2026-09-11,-3301.39,933cc6e0-27ea-4570-8a3b-41d1a8af9a13,0042d6e0-86f5-4c2e-970e-a0c7ac04106a,47f6862a-19c4-4c66-9207-fc20fc3ec2f2,1c8b1bb2-1e2b-4d24-b141-e674ac840b6e,2,1,1
2f0dd09c-3237-4f2f-8e59-19ce2c8c9f43,R3,HMRC VAT PAYMENT,e4720f94beb86e1369e1bb706b045e5b2f63ec04fd68fe5392c4459b4e64d0ce,2026-09-10,1194.84,933cc6e0-27ea-4570-8a3b-41d1a8af9a13,0042d6e0-86f5-4c2e-970e-a0c7ac04106a,47f6862a-19c4-4c66-9207-fc20fc3ec2f2,1c8b1bb2-1e2b-4d24-b141-e674ac840b6e,2,2,0
310c04ad-bb53-450a-a2d8-ae6b5179ef4f,R3,CLIENT PAYMENT INV-3004,f45b8a681f8b9a98f41c4eb542a6ffddbbcd3ce2c86a38e0a724826a67634b48,2026-09-03,-3352.39,e125b9e1-616a-4c65-969d-6e650b6d38ac,38832e8e-fa0f-45a3-96ce-3cb6da270cbe,daa94c07-e040-4a68-9c2f-b7f1c57582c8,3b8c0820-6970-400f-a6ed-827890f4b74c,5,2,3
3122e89c-af7f-4d7e-9291-08fba0cbabef,R3,SHELL,ce635c4eabff5e4f56dba8fb1e39ca235530aa2b6b18533eef1af3862016c577,2026-09-13,309.91,933cc6e0-27ea-4570-8a3b-41d1a8af9a13,0042d6e0-86f5-4c2e-970e-a0c7ac04106a,47f6862a-19c4-4c66-9207-fc20fc3ec2f2,1c8b1bb2-1e2b-4d24-b141-e674ac840b6e,2,2,0
33b62ce5-4cd4-4ccb-a336-18577f073969,R3,CLIENT PAYMENT INV-3001,81a13a3baadec3c85229974f613ac10289d9e65a2640ffca1beb601538fd4293,2026-09-01,-403.61,e125b9e1-616a-4c65-969d-6e650b6d38ac,38832e8e-fa0f-45a3-96ce-3cb6da270cbe,daa94c07-e040-4a68-9c2f-b7f1c57582c8,3b8c0820-6970-400f-a6ed-827890f4b74c,6,3,3
34108cb5-8e9a-4616-9eeb-5cf8818eb729,R3,STRIPE PAYOUT,b1ba32ff6017633bf4a5f0b8cf094a15f87173e492fab6d5d965b6bd6d5941ec,2026-09-08,-783.56,e125b9e1-616a-4c65-969d-6e650b6d38ac,38832e8e-fa0f-45a3-96ce-3cb6da270cbe,daa94c07-e040-4a68-9c2f-b7f1c57582c8,3b8c0820-6970-400f-a6ed-827890f4b74c,5,2,3
390c6fca-f03e-466f-b70e-870fe77532c9,R3,GOOGLE WORKSPACE,c3f6bcf802410fe377de9e52cc34a7fd6c4cde995f949d42420033abefeaae19,2026-09-14,1199.89,e125b9e1-616a-4c65-969d-6e650b6d38ac,38832e8e-fa0f-45a3-96ce-3cb6da270cbe,daa94c07-e040-4a68-9c2f-b7f1c57582c8,3b8c0820-6970-400f-a6ed-827890f4b74c,4,2,2
3939c995-5169-4e3b-83ed-7a13dcf4d79f,R3,OFFICE DEPOT,3275864377542bd8883cb51767fd2c943ee93720f491075090e4d2d1b4db6de4,2026-09-16,849.16,e125b9e1-616a-4c65-969d-6e650b6d38ac,38832e8e-fa0f-45a3-96ce-3cb6da270cbe,daa94c07-e040-4a68-9c2f-b7f1c57582c8,3b8c0820-6970-400f-a6ed-827890f4b74c,4,2,2
3b271b79-9d0f-430a-98e1-a5538988fb47,R2,CLIENT PAYMENT INV-3009,99a2c89c46a1d38b8fa844880697371c9a579f62aa8c73fe62dec468cc2a5606,2026-09-09,-1298.89,933cc6e0-27ea-4570-8a3b-41d1a8af9a13,0042d6e0-86f5-4c2e-970e-a0c7ac04106a,47f6862a-19c4-4c66-9207-fc20fc3ec2f2,1c8b1bb2-1e2b-4d24-b141-e674ac840b6e,2,1,1
3b9a5c97-9561-4511-977b-85c21c73e968,R3,MICROSOFT 365,1054cb307cd7f9019a0860035920cc725f32eb675bee25548ddf1f634c9dc8d5,2026-09-15,1956.08,933cc6e0-27ea-4570-8a3b-41d1a8af9a13,0042d6e0-86f5-4c2e-970e-a0c7ac04106a,47f6862a-19c4-4c66-9207-fc20fc3ec2f2,1c8b1bb2-1e2b-4d24-b141-e674ac840b6e,2,2,0
409bdb27-d69d-42e8-86de-8a830ea99288,R3,CLIENT PAYMENT INV-3010,fa49995867be7c7a7960b7217937c407f01705bab82b93147badaf2f0ef57d25,2026-09-10,-428.29,e125b9e1-616a-4c65-969d-6e650b6d38ac,38832e8e-fa0f-45a3-96ce-3cb6da270cbe,daa94c07-e040-4a68-9c2f-b7f1c57582c8,3b8c0820-6970-400f-a6ed-827890f4b74c,4,2,2
41adbcf4-b89a-464f-8d26-f87aae5bc8aa,R6,REFUND AMAZON,4e1599e7d8046e4ec850afe761adf81abe542789adb5d7fabc00ec07859f10d4,2026-10-01,-48.72,e125b9e1-616a-4c65-969d-6e650b6d38ac,38832e8e-fa0f-45a3-96ce-3cb6da270cbe,daa94c07-e040-4a68-9c2f-b7f1c57582c8,3b8c0820-6970-400f-a6ed-827890f4b74c,5,2,3
43be2941-a210-4caa-9253-7cc632104c27,R6,TRANSFER TO SAVINGS,2550ddeaf2e9936c2182a63fd46dce90fcff49f5c3da8e0ed098afd6a56ebf34,2026-09-30,1000.00,e125b9e1-616a-4c65-969d-6e650b6d38ac,38832e8e-fa0f-45a3-96ce-3cb6da270cbe,daa94c07-e040-4a68-9c2f-b7f1c57582c8,3b8c0820-6970-400f-a6ed-827890f4b74c,5,2,3
4526cb27-4bd8-4fd3-a3e3-b61d5e680a87,R5,4FB-CANONICAL-TEST B,f4ae5fc78dc8fdfabd898fe77a9eb2bbf90d5c5540cfedebcb5981185fc0d211,2026-07-16,5.00,e125b9e1-616a-4c65-969d-6e650b6d38ac,38832e8e-fa0f-45a3-96ce-3cb6da270cbe,daa94c07-e040-4a68-9c2f-b7f1c57582c8,3b8c0820-6970-400f-a6ed-827890f4b74c,2,0,2
46380a7e-408d-48e3-b2eb-dcc2655ab923,R3,CLIENT PAYMENT INV-3012,3776d648582b314dcf68dcc73d82f9911965bb984244cbd6eaf08f0aca4aa63e,2026-09-11,-3301.39,e125b9e1-616a-4c65-969d-6e650b6d38ac,38832e8e-fa0f-45a3-96ce-3cb6da270cbe,daa94c07-e040-4a68-9c2f-b7f1c57582c8,3b8c0820-6970-400f-a6ed-827890f4b74c,4,2,2
46b7c9f3-c0b3-411f-8176-330f022352d7,R3,STRIPE PAYOUT,b1ba32ff6017633bf4a5f0b8cf094a15f87173e492fab6d5d965b6bd6d5941ec,2026-09-12,-3403.01,933cc6e0-27ea-4570-8a3b-41d1a8af9a13,0042d6e0-86f5-4c2e-970e-a0c7ac04106a,47f6862a-19c4-4c66-9207-fc20fc3ec2f2,1c8b1bb2-1e2b-4d24-b141-e674ac840b6e,2,2,0
48757796-28a9-4232-b6f0-23ef6756cc2f,R2,CLIENT PAYMENT INV-3001,81a13a3baadec3c85229974f613ac10289d9e65a2640ffca1beb601538fd4293,2026-09-01,-403.61,933cc6e0-27ea-4570-8a3b-41d1a8af9a13,0042d6e0-86f5-4c2e-970e-a0c7ac04106a,47f6862a-19c4-4c66-9207-fc20fc3ec2f2,1c8b1bb2-1e2b-4d24-b141-e674ac840b6e,2,1,1
4bc5c75e-91c5-4a70-807d-5caf105b72f7,R3,HMRC VAT PAYMENT,e4720f94beb86e1369e1bb706b045e5b2f63ec04fd68fe5392c4459b4e64d0ce,2026-09-10,1194.84,e125b9e1-616a-4c65-969d-6e650b6d38ac,38832e8e-fa0f-45a3-96ce-3cb6da270cbe,daa94c07-e040-4a68-9c2f-b7f1c57582c8,3b8c0820-6970-400f-a6ed-827890f4b74c,5,2,3
4bc84dda-1532-47e2-9599-dfe63631caaa,R3,OFFICE DEPOT,3275864377542bd8883cb51767fd2c943ee93720f491075090e4d2d1b4db6de4,2026-09-16,849.16,933cc6e0-27ea-4570-8a3b-41d1a8af9a13,0042d6e0-86f5-4c2e-970e-a0c7ac04106a,47f6862a-19c4-4c66-9207-fc20fc3ec2f2,1c8b1bb2-1e2b-4d24-b141-e674ac840b6e,2,2,0
4eca4547-892a-495e-9a4f-024436f3a38e,R3,MICROSOFT 365,1054cb307cd7f9019a0860035920cc725f32eb675bee25548ddf1f634c9dc8d5,2026-09-06,763.35,933cc6e0-27ea-4570-8a3b-41d1a8af9a13,0042d6e0-86f5-4c2e-970e-a0c7ac04106a,47f6862a-19c4-4c66-9207-fc20fc3ec2f2,1c8b1bb2-1e2b-4d24-b141-e674ac840b6e,2,2,0
53148ff3-be48-4b41-b4cd-5bc178493f59,R2,AMAZON WEB SERVICES,e286778b9c16222b1a789660bcf33f7b833fb1e44ae61064a95af9b614916774,2026-09-06,329.49,933cc6e0-27ea-4570-8a3b-41d1a8af9a13,0042d6e0-86f5-4c2e-970e-a0c7ac04106a,47f6862a-19c4-4c66-9207-fc20fc3ec2f2,1c8b1bb2-1e2b-4d24-b141-e674ac840b6e,2,1,1
53531e72-8d4e-43cc-8f97-37056f27e6dc,R3,PAYPAL PAYOUT,c4a887e4e8d7632007072a480c63947374313c0cf37d13e471602c897fb455a8,2026-09-07,-2151.50,e125b9e1-616a-4c65-969d-6e650b6d38ac,38832e8e-fa0f-45a3-96ce-3cb6da270cbe,daa94c07-e040-4a68-9c2f-b7f1c57582c8,3b8c0820-6970-400f-a6ed-827890f4b74c,6,3,3
588d74f5-7def-4166-97ca-bbfa1bc1fcb4,R3,CLIENT PAYMENT INV-3009,99a2c89c46a1d38b8fa844880697371c9a579f62aa8c73fe62dec468cc2a5606,2026-09-09,-1298.89,e125b9e1-616a-4c65-969d-6e650b6d38ac,38832e8e-fa0f-45a3-96ce-3cb6da270cbe,daa94c07-e040-4a68-9c2f-b7f1c57582c8,3b8c0820-6970-400f-a6ed-827890f4b74c,4,2,2
59184cdc-e19c-4bbf-86c9-761dac12e135,R3,MICROSOFT 365,1054cb307cd7f9019a0860035920cc725f32eb675bee25548ddf1f634c9dc8d5,2026-09-11,1365.01,e125b9e1-616a-4c65-969d-6e650b6d38ac,38832e8e-fa0f-45a3-96ce-3cb6da270cbe,daa94c07-e040-4a68-9c2f-b7f1c57582c8,3b8c0820-6970-400f-a6ed-827890f4b74c,5,2,3
5d5a690b-f90e-499d-86a1-0050cc8e0e4e,R3,CLIENT PAYMENT INV-3003,5820b82e12ab122f0b81f000ce8de87f19497966b1258f05396450c589916094,2026-09-03,-3049.09,e125b9e1-616a-4c65-969d-6e650b6d38ac,38832e8e-fa0f-45a3-96ce-3cb6da270cbe,daa94c07-e040-4a68-9c2f-b7f1c57582c8,3b8c0820-6970-400f-a6ed-827890f4b74c,5,2,3
62887099-5779-4e11-8c89-55ae432d289f,R3,STRIPE FEE,f0ba59aa7aa6663dd74593cd25e7adb8707b24f6f20908694a2a2c91c9b8a541,2026-09-16,334.43,e125b9e1-616a-4c65-969d-6e650b6d38ac,38832e8e-fa0f-45a3-96ce-3cb6da270cbe,daa94c07-e040-4a68-9c2f-b7f1c57582c8,3b8c0820-6970-400f-a6ed-827890f4b74c,4,2,2
6787b4d6-c55d-454d-9309-134ef0b46177,R3,CLIENT PAYMENT INV-3002,85497a91225efc910082861f4ac064d735de2ad5a4e8ac6d1644673d7b3a161d,2026-09-02,-804.30,933cc6e0-27ea-4570-8a3b-41d1a8af9a13,0042d6e0-86f5-4c2e-970e-a0c7ac04106a,47f6862a-19c4-4c66-9207-fc20fc3ec2f2,1c8b1bb2-1e2b-4d24-b141-e674ac840b6e,2,2,0
