match_id,role,class,stage,reason,action,qb_transaction_id,qb_date,qb_amount,qb_description,qb_description_fp,qb_ledger_book_id,bank_transaction_id,bank_date,bank_amount,bank_description,bank_description_fp,bank_merchant,statement_id,statement_file_name,statement_upload_date,statement_ledger_book_id,user_id,client_entity_id,practice_id,matched_by,matched_at,confidence,flagged_level,approved_at,approved_by,intended_survivor_match_id,evidence_summary,permitted_survivor_match_ids,permitted_decisions
00b58efe-507b-466d-b200-43eb01cb00f7,candidate,R3,2,unsupported_approved_claim,SUPERSEDE,68982491-fd11-4863-83c2-f3eadb48e7ac,2026-09-15,-321.71,CLIENT PAYMENT INV-3014,57cb7e7d23c884711d5cfbdbc6f8fe3c78e3c2b4b0b00979818ba26c4bd04fba,e125b9e1-616a-4c65-969d-6e650b6d38ac,e51452c7-dce5-4cd1-b9fe-bddf8d5b9781,2026-09-15,-989.60,CLIENT PAYMENT INV-3011,d216e750c164970f9b22512542dad86d254787dd920e72618dbe5632c6890b50,CLIENT PAYMENT INV-3011,2b699161-319f-45f8-a54d-d9de32513cec,zaki_bank_test_150_transactions.csv,2026-08-09T03:04:53.205904+00:00,e125b9e1-616a-4c65-969d-6e650b6d38ac,38832e8e-fa0f-45a3-96ce-3cb6da270cbe,daa94c07-e040-4a68-9c2f-b7f1c57582c8,3b8c0820-6970-400f-a6ed-827890f4b74c,auto,2026-08-09T03:04:53.612+00:00,0.6,red,2026-08-09T03:07:54.941+00:00,38832e8e-fa0f-45a3-96ce-3cb6da270cbe,066f2437-0444-4c92-8690-cf822fa247d9,approved row bank amount -989.6 contradicts QB amount -321.71; approved exact-amount survivor 066f2437-0444-4c92-8690-cf822fa247d9,066f2437-0444-4c92-8690-cf822fa247d9,RETIRE;DO_NOT_REPAIR
03fdd78a-e4bd-410b-bbbf-f75d3cc6f1cd,candidate,R3,2,unsupported_approved_claim,SUPERSEDE,977a0dd1-1b82-4cd0-8fa3-7fd8cc85e018,2026-09-01,1484.39,GOOGLE WORKSPACE,c3f6bcf802410fe377de9e52cc34a7fd6c4cde995f949d42420033abefeaae19,e125b9e1-616a-4c65-969d-6e650b6d38ac,ac28aae4-676d-4485-a775-0d711159e554,2026-09-04,1348.36,GOOGLE WORKSPACE,c3f6bcf802410fe377de9e52cc34a7fd6c4cde995f949d42420033abefeaae19,GOOGLE WORKSPACE,2b699161-319f-45f8-a54d-d9de32513cec,zaki_bank_test_150_transactions.csv,2026-08-09T03:04:53.205904+00:00,e125b9e1-616a-4c65-969d-6e650b6d38ac,38832e8e-fa0f-45a3-96ce-3cb6da270cbe,daa94c07-e040-4a68-9c2f-b7f1c57582c8,3b8c0820-6970-400f-a6ed-827890f4b74c,auto,2026-08-09T03:04:53.612+00:00,0.4,red,2026-08-09T03:07:40.582+00:00,38832e8e-fa0f-45a3-96ce-3cb6da270cbe,9caf65bd-6441-4e8c-9d1d-453f5b2affb0,approved row bank amount 1348.36 contradicts QB amount 1484.39; approved exact-amount survivor 9caf65bd-6441-4e8c-9d1d-453f5b2affb0,9caf65bd-6441-4e8c-9d1d-453f5b2affb0,RETIRE;DO_NOT_REPAIR
0a08e71c-2c15-4712-aced-774c409265c1,candidate,R3,2,unsupported_approved_claim,SUPERSEDE,de3569ec-ed2c-487e-969d-15e5501f5a88,2026-09-15,482.71,TRAINLINE,e1eaff0eb106c162aaa2b5b15fe915f5817a5855983217f5e3b5d5d5d9bfbf39,933cc6e0-27ea-4570-8a3b-41d1a8af9a13,8b0a3c82-fc5c-4652-93a3-45b57ac532e9,2026-09-16,327.36,TRAINLINE,e1eaff0eb106c162aaa2b5b15fe915f5817a5855983217f5e3b5d5d5d9bfbf39,TRAINLINE,9768e13a-f660-42ec-9bce-58c1e13ef96c,zaki_bank_test_150_transactions.csv,2026-08-08T22:51:51.488188+00:00,933cc6e0-27ea-4570-8a3b-41d1a8af9a13,0042d6e0-86f5-4c2e-970e-a0c7ac04106a,47f6862a-19c4-4c66-9207-fc20fc3ec2f2,1c8b1bb2-1e2b-4d24-b141-e674ac840b6e,auto,2026-08-08T22:51:52.097+00:00,0.6,red,2026-08-08T22:55:57.498+00:00,0042d6e0-86f5-4c2e-970e-a0c7ac04106a,51f64e5e-dbf1-40a2-bd7e-ab9378c3b454,approved row bank amount 327.36 contradicts QB amount 482.71; approved exact-amount survivor 51f64e5e-dbf1-40a2-bd7e-ab9378c3b454,51f64e5e-dbf1-40a2-bd7e-ab9378c3b454,RETIRE;DO_NOT_REPAIR
10652436-c431-447a-9354-03509c4ac5e4,candidate,R3,2,unsupported_approved_claim,SUPERSEDE,8a125983-8901-4614-a19a-abd7a4ff86a7,2026-09-04,-383.67,CLIENT PAYMENT INV-3005,0dc0c131f5f51af06bd1ef5f24ca427d175bc3d58723c30da9f6bf38598bf432,e125b9e1-616a-4c65-969d-6e650b6d38ac,136cae69-a1f9-4c6e-a116-1c2bbd70cee7,2026-09-06,5000.00,TRANSFER TO SAVINGS,2550ddeaf2e9936c2182a63fd46dce90fcff49f5c3da8e0ed098afd6a56ebf34,TRANSFER TO SAVINGS,ff103bc1-eda0-4d19-92be-094c006f220c,zaki_bank_reconciliation_test.csv,2026-08-10T06:25:15.634868+00:00,e125b9e1-616a-4c65-969d-6e650b6d38ac,38832e8e-fa0f-45a3-96ce-3cb6da270cbe,daa94c07-e040-4a68-9c2f-b7f1c57582c8,3b8c0820-6970-400f-a6ed-827890f4b74c,auto,2026-08-10T06:25:16.228+00:00,0.35,red,2026-08-10T06:26:02.038+00:00,38832e8e-fa0f-45a3-96ce-3cb6da270cbe,f042257a-0d3e-40fe-bd45-ba4b9a6bb422,approved row bank amount 5000 contradicts QB amount -383.67; approved exact-amount survivor f042257a-0d3e-40fe-bd45-ba4b9a6bb422,f042257a-0d3e-40fe-bd45-ba4b9a6bb422,RETIRE;DO_NOT_REPAIR
13ac6c75-1b11-4496-b938-d30d71c11f70,candidate,R3,2,unsupported_approved_claim,SUPERSEDE,dadecc13-3173-4a82-8c10-637794f30e8b,2026-09-10,1021.50,ADOBE,ee9021c84f33366bde80b75efa132836e47afa18b9ce58e8077f4c25d039666c,e125b9e1-616a-4c65-969d-6e650b6d38ac,eec72c7b-7f35-4b31-90f0-85e1804969d8,2026-09-12,23.58,MICROSOFT 365,1054cb307cd7f9019a0860035920cc725f32eb675bee25548ddf1f634c9dc8d5,MICROSOFT 365,2b699161-319f-45f8-a54d-d9de32513cec,zaki_bank_test_150_transactions.csv,2026-08-09T03:04:53.205904+00:00,e125b9e1-616a-4c65-969d-6e650b6d38ac,38832e8e-fa0f-45a3-96ce-3cb6da270cbe,daa94c07-e040-4a68-9c2f-b7f1c57582c8,3b8c0820-6970-400f-a6ed-827890f4b74c,auto,2026-08-09T03:04:53.612+00:00,0.35,red,2026-08-09T03:07:40.582+00:00,38832e8e-fa0f-45a3-96ce-3cb6da270cbe,868e9776-fb88-40fd-a58c-96ae46d3e9b9,approved row bank amount 23.58 contradicts QB amount 1021.5; approved exact-amount survivor 868e9776-fb88-40fd-a58c-96ae46d3e9b9,868e9776-fb88-40fd-a58c-96ae46d3e9b9,RETIRE;DO_NOT_REPAIR
157c0b15-8663-4f64-9d6a-bba2fb2f71d5,candidate,R3,2,unsupported_approved_claim,SUPERSEDE,588d74f5-7def-4166-97ca-bbfa1bc1fcb4,2026-09-09,-1298.89,CLIENT PAYMENT INV-3009,99a2c89c46a1d38b8fa844880697371c9a579f62aa8c73fe62dec468cc2a5606,e125b9e1-616a-4c65-969d-6e650b6d38ac,11b30e64-7c2b-4508-bd47-8c94c2bf12e3,2026-09-18,-1308.05,CLIENT PAYMENT INV-3013,d22166ec0fe58d8cce2936282d62753973992baf8831af2dfec4fc55352a03c1,CLIENT PAYMENT INV-3013,2b699161-319f-45f8-a54d-d9de32513cec,zaki_bank_test_150_transactions.csv,2026-08-09T03:04:53.205904+00:00,e125b9e1-616a-4c65-969d-6e650b6d38ac,38832e8e-fa0f-45a3-96ce-3cb6da270cbe,daa94c07-e040-4a68-9c2f-b7f1c57582c8,3b8c0820-6970-400f-a6ed-827890f4b74c,auto,2026-08-09T03:04:53.612+00:00,0.65,red,2026-08-09T03:07:54.941+00:00,38832e8e-fa0f-45a3-96ce-3cb6da270cbe,5a8a95a3-f3af-46c6-8a5b-2b2e8816fbc9,approved row bank amount -1308.05 contradicts QB amount -1298.89; approved exact-amount survivor 5a8a95a3-f3af-46c6-8a5b-2b2e8816fbc9,5a8a95a3-f3af-46c6-8a5b-2b2e8816fbc9,RETIRE;DO_NOT_REPAIR
16170555-183c-466a-be0f-9bf5086b1970,candidate,R3,2,unsupported_approved_claim,SUPERSEDE,e6198519-6244-46a1-af05-e4dd83c5979f,2026-09-03,-3352.39,CLIENT PAYMENT INV-3004,f45b8a681f8b9a98f41c4eb542a6ffddbbcd3ce2c86a38e0a724826a67634b48,933cc6e0-27ea-4570-8a3b-41d1a8af9a13,d26221b2-d741-4d4d-b11e-3011dc469cdd,2026-09-02,-2227.31,CLIENT PAYMENT INV-3002,85497a91225efc910082861f4ac064d735de2ad5a4e8ac6d1644673d7b3a161d,CLIENT PAYMENT INV-3002,9768e13a-f660-42ec-9bce-58c1e13ef96c,zaki_bank_test_150_transactions.csv,2026-08-08T22:51:51.488188+00:00,933cc6e0-27ea-4570-8a3b-41d1a8af9a13,0042d6e0-86f5-4c2e-970e-a0c7ac04106a,47f6862a-19c4-4c66-9207-fc20fc3ec2f2,1c8b1bb2-1e2b-4d24-b141-e674ac840b6e,auto,2026-08-08T22:51:52.097+00:00,0.6,red,2026-08-08T22:56:03.788+00:00,0042d6e0-86f5-4c2e-970e-a0c7ac04106a,2bbdb756-ea52-4682-a56a-8c849bd59b09,approved row bank amount -2227.31 contradicts QB amount -3352.39; approved exact-amount survivor 2bbdb756-ea52-4682-a56a-8c849bd59b09,2bbdb756-ea52-4682-a56a-8c849bd59b09,RETIRE;DO_NOT_REPAIR
18128fd6-8f02-44b9-b8ca-c0e059442c3d,candidate,R3,2,unsupported_approved_claim,SUPERSEDE,310c04ad-bb53-450a-a2d8-ae6b5179ef4f,2026-09-03,-3352.39,CLIENT PAYMENT INV-3004,f45b8a681f8b9a98f41c4eb542a6ffddbbcd3ce2c86a38e0a724826a67634b48,e125b9e1-616a-4c65-969d-6e650b6d38ac,fd0ec96a-e7bc-4f0d-96e1-65c2ee94ffc4,2026-09-02,-2227.31,CLIENT PAYMENT INV-3002,85497a91225efc910082861f4ac064d735de2ad5a4e8ac6d1644673d7b3a161d,CLIENT PAYMENT INV-3002,2b699161-319f-45f8-a54d-d9de32513cec,zaki_bank_test_150_transactions.csv,2026-08-09T03:04:53.205904+00:00,e125b9e1-616a-4c65-969d-6e650b6d38ac,38832e8e-fa0f-45a3-96ce-3cb6da270cbe,daa94c07-e040-4a68-9c2f-b7f1c57582c8,3b8c0820-6970-400f-a6ed-827890f4b74c,auto,2026-08-09T03:04:53.612+00:00,0.6,red,2026-08-09T03:07:54.941+00:00,38832e8e-fa0f-45a3-96ce-3cb6da270cbe,7062baed-189b-4c96-87fc-e0dd849e1966,approved row bank amount -2227.31 contradicts QB amount -3352.39; approved exact-amount survivor 7062baed-189b-4c96-87fc-e0dd849e1966,7062baed-189b-4c96-87fc-e0dd849e1966,RETIRE;DO_NOT_REPAIR
1d2050ad-9300-4383-8cac-93b7a119301d,candidate,R3,2,unsupported_approved_claim,SUPERSEDE,1bb3b2c7-fbf2-4302-8755-005062ceef43,2026-09-10,1021.50,ADOBE,ee9021c84f33366bde80b75efa132836e47afa18b9ce58e8077f4c25d039666c,933cc6e0-27ea-4570-8a3b-41d1a8af9a13,23ff0e63-b92e-49d7-bf53-2a27c762092e,2026-09-12,23.58,MICROSOFT 365,1054cb307cd7f9019a0860035920cc725f32eb675bee25548ddf1f634c9dc8d5,MICROSOFT 365,9768e13a-f660-42ec-9bce-58c1e13ef96c,zaki_bank_test_150_transactions.csv,2026-08-08T22:51:51.488188+00:00,933cc6e0-27ea-4570-8a3b-41d1a8af9a13,0042d6e0-86f5-4c2e-970e-a0c7ac04106a,47f6862a-19c4-4c66-9207-fc20fc3ec2f2,1c8b1bb2-1e2b-4d24-b141-e674ac840b6e,auto,2026-08-08T22:51:52.097+00:00,0.35,red,2026-08-08T22:55:57.498+00:00,0042d6e0-86f5-4c2e-970e-a0c7ac04106a,72efb93a-b21b-46a7-a38f-f7e82ca7e20d,approved row bank amount 23.58 contradicts QB amount 1021.5; approved exact-amount survivor 72efb93a-b21b-46a7-a38f-f7e82ca7e20d,72efb93a-b21b-46a7-a38f-f7e82ca7e20d,RETIRE;DO_NOT_REPAIR
20acb11c-e862-41d6-ac5a-7b91ff038df0,candidate,R6,2,conflicting_approved_duplicate_evidence,SUPERSEDE,c6fb703b-cf70-4417-a4fd-c9a02906765b,2026-10-01,-48.72,REFUND AMAZON,4e1599e7d8046e4ec850afe761adf81abe542789adb5d7fabc00ec07859f10d4,933cc6e0-27ea-4570-8a3b-41d1a8af9a13,3d59dae7-38c5-4ce6-8e8b-d71a2e0ca82e,2026-10-01,-48.72,REFUND AMAZON,4e1599e7d8046e4ec850afe761adf81abe542789adb5d7fabc00ec07859f10d4,REFUND AMAZON,46e7d008-0b9e-406c-a8b0-a7f328287603,zaki_bank_test_50_transactions.csv,2026-08-08T22:37:30.578877+00:00,933cc6e0-27ea-4570-8a3b-41d1a8af9a13,0042d6e0-86f5-4c2e-970e-a0c7ac04106a,47f6862a-19c4-4c66-9207-fc20fc3ec2f2,1c8b1bb2-1e2b-4d24-b141-e674ac840b6e,auto,2026-08-08T22:37:39.387+00:00,1,green,2026-08-08T22:38:25.034+00:00,0042d6e0-86f5-4c2e-970e-a0c7ac04106a,f3bafacb-5879-464d-b4e2-7daf244dbd83,identical-evidence approved pair on QB 'REFUND AMAZON'; accountant selects which side (if any) retires; permitted survivor for this row is f3bafacb-5879-464d-b4e2-7daf244dbd83,f3bafacb-5879-464d-b4e2-7daf244dbd83,RETIRE;DO_NOT_REPAIR
